#LandmarkId	Lat	Long	Coverage radius	Comment	Earth radius	Distance to #1	Distance to #2	Distance to #3	Distance to #4	Distance to #5	Distance to #6	Distance to #7	Distance to #8	Distance to #9	Distance to #10	Distance to #11	Distance to #12	Distance to #13	Distance to #14	Distance to #15	Distance to #16	Distance to #17	Distance to #18	Distance to #19	Distance to #20
215	-0,004	165				12853598,2	16649343,36	18235996,54	13205218,32	18454531,69	13937015,52	18347191,64	18347191,64	18347191,64	18346746,91	18335627,4	13669500,95	10035892,44	1667926,576	10008003,89	10007114,33	13205218,32	18454467,68	18454467,68	18454068,21
216	-0,004	166				12887760,9	16750353,28	18347191,64	13244373,51	18565419,24	14021263,43	18458386,73	18458386,73	18458386,73	18343130,34	18332035,86	13707235,68	10034013,63	1556731,479	10008003,89	10007114,33	13244373,51	18565350,42	18565350,42	18564919,21
217	-0,004	167				12921068,04	16850742,74	18458386,73	13282579,02	18676256,73	14104902,83	18569581,83	18569581,83	18569581,83	18332327,29	18321306,94	13743839,43	10032126,64	1445536,383	10008003,89	10007114,33	13282579,02	18676182,31	18676182,31	18675714,21
218	-0,004	168				12953503,77	16950450,35	18569581,83	13319814,89	18787030,62	14187904,53	18680776,92	18680776,92	18680776,92	18314474,76	18303574,93	13779289,24	10030232,03	1334341,287	10008003,89	10007114,33	13319814,89	18786949,58	18786949,58	18786438,06
219	-0,004	169				12985052,4	17049406,92	18680776,92	13356061,3	18897721,96	14270237,92	18791972,02	18791972,02	18791972,02	18289791,67	18279054,5	13813562,43	10028330,38	1223146,193	10008003,89	10007114,33	13356061,3	18897632,99	18897632,99	18897069,63
220	-0,004	170				13015698,44	17147534,3	18791972,02	13391298,55	19008303,55	14351871	18903167,11	18903167,11	18903167,11	18258566,08	18248028,35	13846636,57	10026422,27	1111951,1	10008003,89	10007114,33	13391298,55	19008204,91	19008204,91	19007578,5
221	-0,004	171				13045426,57	17244743,98	18903167,11	13425507,13	19118734,76	14432770,19	19014362,2	19014362,2	19014362,2	18221139,76	18210832,23	13878489,61	10024508,28	1000756,009	10008003,89	10007114,33	13425507,13	19118624,06	19118624,06	19117919,34
222	-0,004	172				13074221,76	17340935,46	19014362,2	13458667,71	19228952,21	14512900,37	19125557,29	19125557,29	19125557,29	18177891,82	18167839,04	13909099,85	10022588,99	889560,9199	10008003,89	10007114,33	13458667,71	19228826,09	19228826,09	19228021,46
223	-0,004	173				13102069,18	17435994,45	19125557,29	13490761,21	19338851,37	14592224,73	19236752,38	19236752,38	19236752,38	18129222,96	18119443,37	13938446,06	10020664,99	778365,8347	10008003,89	10007114,33	13490761,21	19338704,85	19338704,85	19337768,45
224	-0,004	174				13128954,32	17529790,6	19236752,38	13521768,84	19448247,09	14670704,74	19347947,46	19347947,46	19347947,46	18075541,49	18066047,9	13966507,48	10018736,86	667170,7548	10008003,89	10007114,33	13521768,84	19448072,4	19448072,4	19446954,48
225	-0,004	175				13154862,96	17622175,04	19347947,46	13551672,1	19556778,75	14748300,05	19459142,53	19459142,53	19459142,53	18017251,7	18008051,93	13993263,94	10016805,2	555975,6833	10008003,89	10007114,33	13551672,1	19556562,81	19556562,81	19555179,85
226	-0,004	176				13179781,2	17712977,44	19459142,53	13580452,85	19663644,97	14824968,44	19570337,59	19570337,59	19570337,59	17954745	17945842,54	14018695,84	10014870,58	444780,6267	10008003,89	10007114,33	13580452,85	19663363,52	19663363,52	19661561,29
227	-0,004	177				13203695,51	17802002,69	19570337,59	13608093,33	19766687,15	14900665,73	19681532,61	19681532,61	19681532,61	17888393,51	17879788,3	14042784,25	10012933,6	333585,5998	10008003,89	10007114,33	13608093,33	19766289,23	19766289,23	19763746,69
228	-0,004	178				13226592,72	17889027,19	19681532,61	13634576,2	19858182,8	14975345,73	19792727,56	19792727,56	19792727,56	17818545,99	17810235,12	14065510,97	10010994,85	222390,647	10008003,89	10007114,33	13634576,2	19857553,74	19857553,74	19853567,21
229	-0,004	179				13248460,09	17973794,7	19792727,56	13659884,59	19904367,89	15048960,18	19903922,22	19903922,22	19903922,22	17745525,57	17737503,89	14086858,55	10009054,92	111195,9906	10008003,89	10007114,33	13659884,59	19903478,33	19903478,33	19897918,58
230	-0,004	180				13269285,29	18056011,89	19903922,22	13684002,14	19858182,8	15121458,66	20014673,43	20014673,43	20014673,43	17669628,97	17661889,69	14106810,39	10007114,39	444,780401	10008003,89	10007114,33	13684002,14	19857553,74	19857553,74	19853567,21
231	1	1				6616998,631	1802230,908	111195,1012	6199731,305	222356,3278	4737290,961	157249,6281	157249,6281	157249,6281	2502396,932	2510125,377	5780469,209	10120677,8	19857868,58	9896364,005	10118754,21	6199731,305	314499,2562	314499,2562	318454,5485
232	2	2				6488454,864	1645089,172	248629,7051	6068688,46	351517,2925	4580630,66	314475,2987	314475,2987	314475,2987	2659604,169	2667324,155	5653200,605	10233795,92	19700642,91	9785168,904	10229949,31	6068688,46	471724,9241	471724,9241	475672,7783
233	3	3				6360668,664	1488018,069	400863,2537	5938459,261	497016,924	4424038,172	471653,0288	471653,0288	471653,0288	2816767,439	2824480,271	5526991,391	10346912,9	19543465,18	9673973,802	10341144,41	5938459,261	628902,635	628902,635	632847,6364
234	4	3				6250896,665	1414799,079	497198,7813	5829206,616	555595,928	4339320,116	555812,8141	555812,8141	555812,8141	2897403,955	2905335,234	5416910,521	10458091,05	19459305,4	9562778,701	10452339,51	5829206,616	711812,4839	711812,4839	716164,8262
235	5	3				6141158,077	1346700,128	598699,0435	5720006,385	628519,155	4255623,327	648155,2615	648155,2615	648155,2615	2979874,321	2988007,303	5306864,158	10569269,15	19366962,95	9451583,6	10563534,61	5720006,385	801575,8867	801575,8867	806211,1301
236	6	3				6031454,984	1284535,957	703130,9174	5610861,929	711388,9706	4173010,731	745646,4517	745646,4517	745646,4517	3064029,828	3072349,159	5196854,642	10680447,2	19269471,76	9340388,499	10674729,71	5610861,929	896135,6706	896135,6706	900971,1763
237	7	3				5921789,615	1229207,467	809360,3904	5501776,866	801124,5902	4091549,448	846509,3133	846509,3133	846509,3133	3149734,757	3158226,375	5086884,512	10791625,19	19168608,9	9229193,398	10785924,81	5501776,866	994124,0676	994124,0676	999104,6074
238	8	3				5812164,356	1181675,372	916762,7785	5392755,092	895664,7245	4011311,033	949670,1358	949670,1358	949670,1358	3236865,365	3245516,407	4976956,523	10902803,11	19065448,08	9117998,297	10897119,92	5392755,092	1094620,662	1094620,662	1099708,68
239	9	3				5702581,769	1142912,926	1024969,424	5283800,812	993638,9046	3932371,725	1054454,664	1054454,664	1054454,664	3325308,904	3334107,606	4867073,675	11013980,94	18960663,55	9006803,195	11008315,02	5283800,812	1196993,839	1196993,839	1202163,244
240	10	3				5593044,605	1113836,178	1133750,063	5174918,575	1094124,973	3854812,681	1160423,105	1160423,105	1160423,105	3414962,666	3423898,273	4757239,236	11125158,67	18854695,11	8895608,094	11119510,12	5174918,575	1300800,577	1300800,577	1306032,84
241	11	3				5483555,826	1095216,903	1242953,991	5066113,305	1196490,187	3778720,21	1267278,48	1267278,48	1267278,48	3505733,09	3514795,767	4647456,778	11236336,3	18747839,73	8784412,993	11230705,22	5066113,305	1405723,286	1405723,286	1411004,967
242	12	3				5374118,625	1087592,366	1352478,668	4957390,345	1300290,779	3704185,972	1374813,978	1374813,978	1374813,978	3597534,923	3606715,677	4537730,212	11347513,8	18640304,23	8673217,892	11341900,32	4957390,345	1511529,552	1511529,552	1516850,705
243	13	3				5264736,453	1091193,08	1462252,013	4848755,506	1405208,661	3631307,165	1482881,62	1482881,62	1482881,62	3690290,45	3699581,05	4428063,829	11458691,18	18532236,59	8562022,791	11453095,42	4848755,506	1618046,014	1618046,014	1623399,147
244	14	3				5155413,04	1105909,399	1572221,931	4740215,115	1511011,074	3560186,663	1591372,977	1591372,977	1591372,977	3783928,781	3793321,691	4318462,348	11569868,41	18423745,24	8450827,689	11564290,52	4740215,115	1725141,088	1725141,088	1730520,461
245	15	3				5046152,432	1131307,589	1682349,864	4631776,076	1617524,417	3490933,107	1700206,915	1700206,915	1700206,915	3878385,202	3887873,517	4208930,972	11681045,48	18314911,3	8339632,588	11675485,62	4631776,076	1832713,303	1832713,303	1838114,452
246	16	3				4936959,023	1166690,184	1792606,678	4523445,94	1724616,933	3423660,928	1809321,593	1809321,593	1809321,593	3973600,588	3983177,976	4099475,453	11792222,38	18205796,62	8228437,487	11786680,72	4523445,94	1940683,275	1940683,275	1946102,683
247	17	3				4827837,591	1211182,39	1902969,963	4415232,982	1832187,025	3358490,286	1918669,09	1918669,09	1918669,09	4069520,868	4079181,515	3990102,162	11903399,1	18096449,12	8117242,386	11897875,83	4415232,982	2048988,087	2048988,087	2054422,946
248	18	3				4718793,347	1263822,375	2013422,199	4307146,29	1940155,22	3295546,916	2028211,728	2028211,728	2028211,728	4166096,541	4175835,105	3880818,182	12014575,63	17986906,48	8006047,285	12009070,93	4307146,29	2157577,272	2157577,272	2163025,318
249	19	3				4609831,983	1323638,289	2123949,499	4199195,866	2048458,528	3234961,844	2137919,488	2137919,488	2137919,488	4263282,24	4273093,809	3771631,402	12125751,94	17877198,72	7894852,184	12120266,03	4199195,866	2266409,916	2266409,916	2271869,299
250	20	3				4500959,731	1389703,702	2234540,713	4091392,745	2157046,432	3176870,966	2247768,168	2247768,168	2247768,168	4361036,342	4370916,39	3662550,642	12236928,02	17767350,04	7783657,082	12231461,13	4091392,745	2375452,512	2375452,512	2380921,712
251	21	3				4392183,425	1461171,02	2345186,789	3983749,133	2265877,973	3121414,466	2357738,048	2357738,048	2357738,048	4459320,612	4469264,968	3553585,789	12348103,85	17657380,16	7672461,981	12342656,23	3983749,133	2484677,376	2484677,376	2490155,131
252	22	3				4283510,581	1537286,876	2455880,301	3876278,562	2374919,615	3068736,046	2467812,901	2467812,901	2467812,901	4558099,886	4568104,7	3444747,968	12459279,43	17547305,31	7561266,88	12453851,33	3876278,562	2594061,441	2594061,441	2599546,694
253	23	3				4174949,484	1617394,942	2566615,1	3768996,075	2484143,649	3018981,966	2577979,255	2577979,255	2577979,255	4657341,785	4667403,5	3336049,733	12570454,73	17437138,96	7450071,779	12565046,43	3768996,075	2703585,341	2703585,341	2709077,2
254	24	3				4066509,284	1700931,074	2677386,053	3661918,443	2593526,986	2972299,864	2688225,837	2688225,837	2688225,837	4757016,456	4767131,781	3227505,31	12681629,73	17326892,37	7338876,678	12676241,53	3661918,443	2813232,698	2813232,698	2818730,408
